customer_id,age,gender,tenure_months,monthly_spend_gbp,num_rentals_12m,digital_engagement_score,pricing_satisfaction,service_satisfaction,nps_score,loyalty_member,complaints_last_6m,region,churned
EM-00355,19,Male,13,54.51,3,0.281,3,7,18,0,0,Wales,1
EM-00356,41,Male,9,69.57,9,0.09,1,3,31,0,1,Midlands,1
EM-00357,18,Male,3,105.12,3,0.316,7,4,-45,1,0,Midlands,0
EM-00358,38,Male,68,60.84,4,0.273,9,7,67,1,0,Midlands,0
EM-00359,61,Male,34,36.43,11,0.151,1,4,19,1,0,Scotland,0
EM-00360,37,Male,12,68.61,1,0.099,5,9,-51,1,1,North West,1
EM-00361,29,Female,16,70.58,10,0.178,4,6,8,1,0,Wales,0
EM-00362,41,Male,4,73.18,4,0.13,10,2,16,1,0,Midlands,0
EM-00363,32,Female,14,105.63,10,0.354,2,1,67,0,1,London,0
EM-00364,36,Female,21,110.99,2,0.053,7,8,5,1,0,London,0
EM-00365,61,Male,13,49.55,5,0.077,7,3,-19,1,0,South East,0
EM-00366,29,Female,83,49.01,5,0.451,8,7,13,0,1,London,0
EM-00367,62,Male,17,39.64,8,0.185,3,4,-52,1,0,South West,0
EM-00368,58,Female,8,94.58,4,0.404,6,3,-53,1,1,London,1
EM-00369,23,Male,26,137.61,2,0.097,4,9,33,1,3,South West,0
EM-00370,19,Male,3,56.97,6,0.516,3,6,25,1,0,South West,0
EM-00371,20,Female,8,59.1,7,0.314,4,6,32,1,1,South East,0
EM-00372,18,Female,7,138.85,6,0.322,1,6,-22,0,0,North West,0
EM-00373,20,Female,10,85.87,7,0.25,7,3,72,0,0,South West,0
EM-00374,43,Male,27,82.94,3,0.125,7,6,43,1,0,Wales,0
EM-00375,19,Female,11,36.76,5,0.22,7,4,11,1,0,London,1
EM-00376,26,Male,28,93.63,10,0.393,2,2,44,1,0,South West,0
EM-00377,53,Male,15,41.91,5,0.17,1,3,86,0,2,North East,1
EM-00378,18,Male,7,37.83,8,0.06,9,4,19,1,0,Midlands,0
EM-00379,51,Female,29,56.07,6,0.251,2,1,83,1,1,East Anglia,1
EM-00380,25,Male,4,49.75,8,0.177,5,7,0,1,0,London,0
EM-00381,21,Male,4,59.69,6,0.355,5,5,6,0,0,South East,0
EM-00382,44,Female,12,32.44,5,0.331,8,9,-22,1,0,London,0
EM-00383,40,Male,5,107.71,5,0.113,1,6,62,1,2,South East,1
EM-00384,56,Male,1,117.2,5,0.377,7,8,-93,0,1,North West,0
EM-00385,46,Male,18,25.19,5,0.366,3,9,-2,1,1,Midlands,0
EM-00386,50,Female,12,108.77,8,0.43,2,6,-40,0,0,London,0
EM-00387,25,Male,10,44.47,7,0.402,5,7,-1,1,0,Midlands,0
EM-00388,22,Male,61,102.36,4,0.39,4,6,-74,1,2,Scotland,0
EM-00389,47,Female,15,64.44,3,0.49,9,6,18,1,0,South West,0
EM-00390,50,Female,35,67.65,3,0.544,1,2,-81,0,3,London,0
EM-00391,65,Male,2,60.79,7,0.308,3,5,-44,0,0,London,0
EM-00392,30,Female,15,122.25,2,0.346,3,6,97,1,0,South West,0
EM-00393,28,Female,36,35.88,9,0.181,4,10,-78,0,0,North West,0
EM-00394,48,Female,15,90.37,6,0.096,7,5,-1,1,0,Wales,0
EM-00395,27,Male,22,115.66,9,0.357,5,4,29,0,0,East Anglia,0
EM-00396,60,Female,8,95.41,10,0.349,10,6,54,1,2,East Anglia,0
EM-00397,54,Female,1,213.23,4,0.321,6,6,59,0,1,Midlands,0
EM-00398,31,Male,11,51.19,5,0.487,3,8,77,1,0,London,0
EM-00399,47,Male,9,107.62,7,0.058,5,8,91,1,1,London,0
EM-00400,47,Male,36,63.24,4,0.391,2,10,-61,0,0,South West,0
EM-00401,20,Male,5,123.56,5,0.115,4,1,3,0,0,Scotland,0
EM-00402,58,Female,61,66.43,7,0.373,3,2,-68,1,0,London,0
EM-00403,34,Male,57,54.93,7,0.059,3,1,-72,1,0,Midlands,0
EM-00404,52,Male,5,128.13,5,0.331,4,10,-68,0,0,North West,0
EM-00405,26,Female,7,52.15,10,0.705,8,7,-1,1,1,South East,0
EM-00406,57,Male,40,32.91,6,0.212,8,8,44,1,1,South East,0
EM-00407,29,Female,61,51.5,7,0.179,1,3,-27,0,0,South West,0
EM-00408,18,Male,10,90.88,6,0.446,5,3,-36,0,0,South East,1
EM-00409,58,Male,6,133.76,7,0.376,2,7,21,0,0,South West,0
EM-00410,20,Male,13,70.5,8,0.175,10,8,-58,1,0,London,0
EM-00411,26,Male,20,128.91,5,0.304,6,6,90,1,1,London,0
EM-00412,61,Male,5,33.82,5,0.301,3,8,16,0,0,London,1
EM-00413,62,Female,24,53.43,5,0.39,10,2,26,1,3,South West,0
EM-00414,37,Female,1,57.73,9,0.459,10,7,-1,1,0,North West,0
EM-00415,40,Male,1,62.97,3,0.36,9,5,85,0,0,Midlands,0
EM-00416,32,Female,8,69.55,2,0.35,9,6,-10,1,1,Midlands,1
EM-00417,25,Female,7,94.2,7,0.213,8,7,-58,1,0,South West,0
EM-00418,27,Female,6,53.39,3,0.601,2,9,64,0,4,Midlands,0
EM-00419,43,Male,12,71.49,3,0.283,2,7,-55,1,0,South East,1
EM-00420,47,Male,6,65.2,5,0.351,2,1,-76,1,1,London,1
EM-00421,49,Male,3,41.97,5,0.465,5,5,-3,0,0,East Anglia,0
EM-00422,49,Female,6,63.0,2,0.234,10,4,94,0,0,South West,0
EM-00423,20,Female,66,62.06,7,0.353,9,8,-8,1,0,Scotland,0
EM-00424,33,Male,9,61.4,5,0.34,7,7,-2,1,0,Wales,0
EM-00425,19,Male,10,67.75,12,0.627,7,4,4,1,3,North West,0
EM-00426,36,Female,15,69.26,5,0.137,3,3,78,0,1,South East,0
EM-00427,31,Female,73,53.72,6,0.078,3,6,-27,0,2,North West,0
EM-00428,56,Other,4,126.01,10,0.279,10,8,16,1,1,South West,0
EM-00429,28,Female,20,37.16,1,0.293,3,3,-63,0,1,East Anglia,1
EM-00430,21,Male,22,46.5,11,0.034,1,5,65,0,0,Scotland,1
EM-00431,21,Female,16,267.73,6,0.326,8,10,-100,1,1,Scotland,0
EM-00432,47,Female,1,39.69,5,0.039,2,1,-47,1,1,Midlands,1
EM-00433,40,Male,20,33.89,7,0.242,7,10,92,0,2,London,0
EM-00434,20,Female,1,96.28,7,0.386,9,10,-5,1,0,Scotland,0
EM-00435,20,Female,16,23.6,5,0.114,2,8,-79,0,1,London,0
EM-00436,44,Male,24,59.29,8,0.359,1,7,88,1,0,London,0
EM-00437,19,Female,4,194.98,6,0.225,5,8,85,1,1,Scotland,0
EM-00438,51,Female,33,30.8,5,0.296,10,2,81,0,1,London,0
EM-00439,44,Female,1,24.75,7,0.358,5,7,-82,1,4,Scotland,0
EM-00440,20,Male,33,31.51,3,0.264,1,4,97,1,2,South East,0
EM-00441,20,Male,11,104.5,6,0.384,9,2,-67,1,2,North East,0
EM-00442,64,Female,4,117.03,5,0.344,3,9,-57,1,0,Midlands,0
EM-00443,29,Male,2,51.61,14,0.425,2,5,16,0,1,North West,0
EM-00444,28,Female,55,93.84,5,0.045,7,7,8,0,1,Scotland,0
EM-00445,50,Female,1,133.64,13,0.512,5,4,-34,1,0,East Anglia,0
EM-00446,61,Male,3,162.99,6,0.268,4,10,13,1,0,London,0
EM-00447,64,Male,7,58.96,2,0.153,4,4,79,1,2,North West,1
EM-00448,47,Male,17,21.1,4,0.117,9,3,-79,1,1,East Anglia,0
EM-00449,29,Male,14,44.24,4,0.163,9,1,-72,1,0,South West,0
EM-00450,20,Female,2,53.87,5,0.308,1,2,41,0,2,South East,1
EM-00451,48,Female,6,58.59,3,0.191,10,9,-39,1,1,North West,0
EM-00452,36,Female,4,60.71,10,0.436,7,1,-86,0,1,South West,0
EM-00453,31,Female,4,116.68,5,0.135,8,5,41,1,0,London,0
EM-00454,58,Male,9,126.12,4,0.341,5,2,14,1,0,London,0
EM-00455,20,Female,21,61.2,6,0.389,7,4,94,1,0,London,0
EM-00456,33,Female,4,115.5,8,0.344,8,7,49,1,1,North West,0
EM-00457,18,Female,8,79.74,6,0.223,8,5,-4,0,1,Wales,0
EM-00458,32,Female,8,68.87,7,0.179,9,1,-14,0,0,Scotland,0
EM-00459,19,Male,67,104.93,3,0.38,5,3,24,1,0,South West,0
EM-00460,21,Female,55,69.14,10,0.202,2,10,19,1,0,Midlands,0
EM-00461,21,Male,28,186.59,7,0.211,6,9,-94,0,0,North West,1
EM-00462,41,Male,4,32.49,10,0.203,1,1,-17,1,0,Midlands,0
EM-00463,47,Male,1,51.54,3,0.447,10,10,-94,1,3,East Anglia,0
EM-00464,38,Female,6,62.6,3,0.397,6,4,-84,1,1,Wales,0
EM-00465,62,Female,5,83.07,5,0.072,3,5,-69,1,0,London,0
EM-00466,29,Female,12,125.71,8,0.378,3,10,24,1,2,Scotland,0
EM-00467,25,Female,27,65.88,4,0.068,7,3,-22,1,1,London,0
EM-00468,55,Female,35,32.75,11,0.262,4,3,83,1,0,North West,0
EM-00469,23,Female,33,101.62,4,0.398,5,1,-39,1,1,South East,0
EM-00470,63,Male,8,97.27,11,0.237,6,6,-43,0,1,North East,0
EM-00471,18,Male,20,25.26,2,0.035,10,4,10,1,0,London,0
EM-00472,63,Male,6,66.56,4,0.498,6,8,85,1,1,South West,0
EM-00473,19,Female,1,30.11,3,0.449,2,6,30,1,1,London,0
EM-00474,57,Female,21,47.83,2,0.277,3,3,-12,0,0,East Anglia,1
EM-00475,35,Male,1,42.46,8,0.298,1,7,-21,1,0,London,0
EM-00476,65,Male,9,99.95,3,0.413,3,3,17,0,1,London,1
EM-00477,19,Female,7,70.7,11,0.108,8,9,-100,1,0,Midlands,0
EM-00478,36,Male,21,35.07,4,0.143,4,8,9,0,2,North West,0
EM-00479,63,Female,26,103.55,6,0.211,2,3,-34,1,0,North East,0
EM-00480,35,Female,6,32.56,3,0.764,4,2,47,0,1,South East,0
EM-00481,40,Male,30,78.65,7,0.306,7,3,-39,1,0,South East,0
EM-00482,44,Male,6,44.39,3,0.384,9,4,-45,1,0,South East,0
EM-00483,32,Female,10,55.54,3,0.374,5,3,80,1,1,South East,0
EM-00484,40,Female,23,85.81,5,0.32,5,9,92,0,1,North East,0
EM-00485,38,Female,21,86.55,13,0.061,5,10,-45,1,2,East Anglia,0
EM-00486,58,Female,78,130.12,6,0.08,10,2,-23,0,1,North West,0
EM-00487,19,Male,4,64.0,5,0.399,9,8,72,1,1,London,0
EM-00488,25,Male,19,77.73,7,0.409,7,7,-22,1,1,London,0
EM-00489,62,Female,16,53.58,13,0.261,3,1,-5,0,0,South East,0
EM-00490,57,Female,44,73.04,6,0.251,2,6,45,1,0,London,0
EM-00491,32,Male,3,83.07,6,0.065,9,6,-53,1,0,Midlands,0
EM-00492,40,Female,25,63.49,2,0.135,3,9,-63,1,2,North West,0
EM-00493,25,Female,15,27.06,7,0.368,8,10,-79,0,0,London,0
EM-00494,23,Male,5,78.71,3,0.227,4,8,98,1,0,South West,0
EM-00495,32,Male,11,80.02,5,0.4,5,7,-28,1,2,North West,0
EM-00496,28,Female,7,47.46,9,0.326,8,7,28,0,1,London,0
EM-00497,38,Male,15,35.09,5,0.281,5,5,69,1,0,Wales,0
EM-00498,20,Male,39,139.48,6,0.116,10,2,24,0,0,Midlands,0
EM-00499,63,Male,15,85.26,3,0.235,2,10,23,0,1,South East,0
EM-00500,64,Female,17,59.47,6,0.242,6,5,99,0,0,London,0
EM-00501,44,Female,13,37.77,7,0.268,7,1,-26,1,3,Midlands,0
EM-00502,35,Female,1,44.22,5,0.187,1,10,96,0,0,South East,0
EM-00503,26,Male,4,127.91,5,0.331,10,6,56,1,1,East Anglia,0
EM-00504,51,Female,12,71.44,4,0.562,9,2,33,0,1,South West,0
EM-00505,43,Female,6,50.64,12,0.181,6,1,-45,0,1,Wales,1
EM-00506,22,Female,3,86.04,5,0.686,4,1,19,0,0,North West,0
EM-00507,58,Female,12,44.38,3,0.392,2,1,-89,1,1,London,1
EM-00508,51,Male,7,141.23,7,0.154,9,4,-62,0,1,East Anglia,0
EM-00509,61,Female,5,131.16,0,0.135,6,5,98,0,1,London,0
EM-00510,45,Male,11,52.81,3,0.547,9,5,7,0,2,South West,0
EM-00511,39,Female,2,48.7,12,0.074,2,1,39,0,1,Wales,1
EM-00512,30,Male,47,18.01,4,0.225,5,6,-68,1,2,Scotland,1
EM-00513,60,Male,36,31.79,8,0.227,6,3,19,1,0,Midlands,0
EM-00514,55,Male,22,34.13,7,0.266,5,4,-18,0,0,London,0
EM-00515,19,Female,2,71.35,6,0.397,6,5,80,0,0,Midlands,0
EM-00516,18,Male,26,56.65,8,0.155,3,4,-82,1,2,Midlands,0
EM-00517,29,Female,29,34.03,7,0.215,9,4,85,0,1,East Anglia,0
EM-00518,50,Male,26,57.94,5,0.325,2,10,-16,1,1,Scotland,0
EM-00519,64,Male,2,85.86,5,0.323,2,1,27,0,1,Scotland,0
EM-00520,22,Female,18,86.83,4,0.481,5,2,-58,1,2,East Anglia,0
EM-00521,38,Male,32,25.79,7,0.101,10,2,-28,0,0,Midlands,0
EM-00522,29,Male,15,62.54,3,0.385,3,2,72,1,1,Midlands,0
EM-00523,63,Female,18,33.39,6,0.238,2,10,-15,0,2,South West,1
EM-00524,53,Male,11,104.68,3,0.336,6,1,-82,0,0,London,1
EM-00525,52,Male,13,98.7,6,0.178,6,10,64,1,2,Midlands,0
EM-00526,32,Male,1,42.56,6,0.412,7,8,-90,0,0,Midlands,0
EM-00527,30,Female,18,45.47,4,0.161,4,1,83,0,1,South East,1
EM-00528,25,Female,1,52.95,4,0.382,8,8,27,0,0,North East,0
EM-00529,19,Female,10,21.62,13,0.365,3,1,52,1,0,London,0
EM-00530,55,Female,6,78.88,9,0.205,10,10,-2,0,2,Midlands,0
EM-00531,50,Male,14,58.18,9,0.635,1,3,96,0,1,North West,0
EM-00532,65,Male,2,108.32,2,0.372,5,9,-56,1,0,London,0
EM-00533,65,Female,21,38.51,6,0.155,6,8,-39,1,0,Scotland,0
EM-00534,36,Male,28,48.93,2,0.297,3,2,-6,1,0,South East,0
EM-00535,48,Male,3,31.4,3,0.158,2,4,41,1,0,North East,0
EM-00536,61,Male,1,40.36,10,0.356,3,8,-67,1,1,London,0
EM-00537,53,Male,2,36.93,7,0.415,3,9,-3,0,0,North West,0
EM-00538,24,Other,37,109.73,3,0.147,7,7,-41,1,0,Midlands,0
EM-00539,32,Male,13,47.03,7,0.06,1,1,-37,0,1,London,1
EM-00540,21,Male,11,70.96,6,0.047,4,8,97,0,1,North West,1
EM-00541,62,Male,2,55.13,9,0.528,3,1,78,0,1,North West,0
EM-00542,39,Female,18,35.35,7,0.304,10,9,-59,1,0,Midlands,0
EM-00543,24,Male,36,61.3,5,0.3,7,8,48,1,0,Midlands,0
EM-00544,43,Male,31,89.98,9,0.222,1,4,3,1,1,Wales,0
EM-00545,40,Female,17,36.46,3,0.164,8,10,32,1,0,North West,0
EM-00546,28,Female,1,99.94,3,0.068,10,4,-35,1,0,Wales,0
EM-00547,21,Male,2,43.6,6,0.55,7,4,97,1,1,Midlands,0
EM-00548,43,Male,1,52.38,8,0.118,8,6,13,1,0,London,0
EM-00549,34,Male,5,86.95,5,0.341,8,2,88,1,0,South East,0
EM-00550,48,Male,2,47.86,6,0.346,9,4,35,0,1,London,0
EM-00551,34,Male,5,67.95,9,0.21,1,4,-35,1,1,South East,0
EM-00552,54,Male,8,56.98,6,0.143,9,8,-14,0,0,Midlands,0
EM-00553,36,Male,51,71.14,6,0.326,1,2,-39,1,1,South East,0
EM-00554,37,Male,16,20.28,5,0.178,3,8,47,1,2,Midlands,0
EM-00555,56,Female,32,26.71,8,0.12,7,10,31,0,2,South West,0
EM-00556,30,Female,22,90.74,5,0.142,8,2,42,0,0,Midlands,0
EM-00557,21,Female,2,112.01,4,0.201,5,9,83,1,0,South West,0
EM-00558,18,Male,23,42.3,10,0.07,1,9,-81,1,2,South West,1
EM-00559,47,Male,5,59.03,4,0.034,3,6,-77,0,2,Midlands,0
EM-00560,40,Female,18,77.27,7,0.052,7,10,-92,0,1,East Anglia,0
EM-00561,44,Male,7,94.31,11,0.266,2,5,15,0,2,Midlands,0
EM-00562,23,Male,109,24.2,8,0.033,2,7,48,1,1,North East,0
EM-00563,21,Female,5,42.82,10,0.038,9,8,-60,1,1,South West,0
EM-00564,18,Female,5,56.47,7,0.467,6,8,-88,0,1,South East,0
EM-00565,28,Female,48,94.78,7,0.14,4,3,32,1,0,Wales,0
EM-00566,38,Male,1,232.58,12,0.264,10,3,91,1,1,North East,0
EM-00567,29,Male,21,59.5,11,0.436,9,5,-55,0,2,Midlands,0
EM-00568,31,Female,23,33.0,5,0.161,7,5,-23,0,0,South East,0
EM-00569,58,Male,32,81.54,6,0.429,7,2,-30,1,0,South East,0
EM-00570,28,Female,66,129.09,5,0.267,8,5,97,1,1,South East,0
EM-00571,34,Female,66,70.39,7,0.339,3,1,-42,0,0,Midlands,0
EM-00572,49,Female,1,42.38,6,0.501,2,7,-50,1,0,Scotland,0
EM-00573,29,Male,31,107.66,4,0.185,1,7,-85,1,2,Wales,0
EM-00574,40,Male,18,92.92,7,0.367,2,1,-50,0,1,North East,0
EM-00575,54,Female,18,39.92,4,0.016,3,3,27,0,0,Midlands,1
EM-00576,61,Female,2,80.7,6,0.036,5,8,69,0,0,South East,0
EM-00577,21,Female,18,109.8,9,0.357,8,9,-90,1,1,Midlands,0
EM-00578,60,Male,72,120.42,3,0.199,3,3,-33,0,3,North West,0
EM-00579,33,Male,43,64.51,8,0.276,7,6,20,0,1,North West,0
EM-00580,24,Female,10,55.75,6,0.116,5,6,79,0,0,Midlands,0
EM-00581,32,Female,1,123.18,7,0.347,5,6,100,1,0,South West,0
EM-00582,64,Female,8,36.41,5,0.515,8,5,37,0,0,North East,0
EM-00583,33,Male,31,83.04,6,0.238,10,6,-29,1,1,Scotland,0
EM-00584,27,Female,21,33.62,4,0.28,5,6,90,0,0,North East,1
EM-00585,40,Female,11,113.6,10,0.278,10,10,63,1,0,East Anglia,0
EM-00586,24,Female,1,58.61,8,0.134,7,6,-56,1,1,North East,1
EM-00587,20,Male,10,125.75,6,0.207,10,8,-95,0,1,South West,0
EM-00588,21,Male,11,85.26,8,0.067,8,6,-95,0,2,North West,1
EM-00589,21,Female,47,36.18,4,0.627,8,3,-10,0,0,Midlands,0
EM-00590,22,Male,18,135.95,2,0.368,3,7,93,0,3,Midlands,1
EM-00591,21,Male,6,144.84,4,0.349,4,6,-28,1,1,Wales,1
EM-00592,41,Female,13,103.66,11,0.283,8,9,-37,0,1,South East,0
EM-00593,22,Male,1,45.57,6,0.667,5,4,-63,1,1,London,0
EM-00594,27,Female,64,57.23,10,0.026,1,1,96,0,1,North West,0
EM-00595,57,Male,8,71.72,8,0.09,7,6,88,0,1,London,0
EM-00596,33,Female,11,46.91,5,0.448,3,9,-23,0,0,London,0
EM-00597,42,Female,7,155.43,6,0.486,2,8,-38,0,0,East Anglia,0
EM-00598,22,Male,20,71.68,4,0.235,10,2,10,0,2,South East,0
EM-00599,23,Male,19,17.26,8,0.573,5,3,-30,1,0,London,0
EM-00600,19,Male,22,79.02,3,0.341,1,8,-81,0,0,London,0
EM-00601,22,Male,5,56.03,1,0.689,9,9,-24,1,0,South West,1
EM-00602,25,Female,6,64.23,3,0.44,10,8,-37,1,1,South West,0
EM-00603,22,Female,2,55.46,5,0.328,5,10,-64,1,1,North West,1
EM-00604,20,Male,19,99.84,5,0.219,6,1,7,1,1,London,0
EM-00605,21,Male,1,116.73,9,0.423,7,3,63,1,1,North West,0
EM-00606,32,Male,16,76.82,5,0.094,9,8,-91,0,0,South West,1
EM-00607,23,Female,36,56.28,7,0.164,5,1,61,0,0,London,1
EM-00608,28,Male,39,65.32,5,0.239,4,7,-56,1,0,North East,0
EM-00609,34,Female,10,67.34,5,0.5,3,4,-38,0,1,Midlands,0
EM-00610,44,Female,11,44.65,9,0.362,5,7,-88,1,1,North East,0
EM-00611,19,Female,1,89.07,7,0.421,10,4,-76,0,1,Wales,0
EM-00612,49,Male,19,83.93,5,0.428,10,8,26,1,0,South East,0
EM-00613,40,Female,30,144.06,8,0.485,3,6,-57,1,2,Wales,0
EM-00614,20,Male,5,124.92,12,0.292,5,10,-27,1,1,London,1
EM-00615,55,Male,9,47.33,5,0.371,8,10,15,1,1,South East,0
EM-00616,59,Female,32,100.5,3,0.343,2,8,51,0,3,North West,1
EM-00617,19,Female,37,41.45,4,0.491,4,1,-32,0,1,London,0
EM-00618,25,Male,5,94.44,10,0.239,8,9,-54,1,1,South West,0
EM-00619,50,Male,14,51.51,6,0.172,5,9,-10,1,1,London,0
EM-00620,47,Male,3,39.98,7,0.058,8,6,-51,1,1,Midlands,0
EM-00621,22,Male,1,76.71,4,0.242,6,9,15,1,1,Scotland,0
EM-00622,23,Male,43,17.51,8,0.172,1,6,63,0,1,London,0
EM-00623,28,Male,30,27.79,5,0.282,5,6,-68,1,1,South West,0
EM-00624,33,Male,25,61.02,2,0.072,10,4,-9,1,1,North East,1
EM-00625,40,Female,1,69.49,3,0.064,2,3,3,0,0,South East,0
EM-00626,28,Female,33,55.44,3,0.119,7,3,30,1,1,London,0
EM-00627,32,Female,10,30.27,6,0.606,10,2,58,0,1,North West,0
EM-00628,47,Male,7,44.3,2,0.214,4,4,-41,1,0,London,1
EM-00629,18,Female,14,81.09,5,0.281,2,9,-72,1,0,South West,1
EM-00630,24,Female,1,89.2,4,0.479,1,7,71,1,3,East Anglia,1
EM-00631,45,Female,25,66.15,6,0.297,5,3,72,0,0,South West,0
EM-00632,57,Female,15,118.92,4,0.293,10,8,15,0,0,Scotland,0
EM-00633,34,Female,3,81.34,5,0.126,8,9,-59,1,1,Scotland,0
EM-00634,35,Female,3,45.89,5,0.536,8,1,48,1,1,South East,0
EM-00635,20,Male,3,57.96,6,0.165,10,1,-69,0,0,North West,1
EM-00636,32,Female,1,33.07,3,0.158,2,9,55,0,0,East Anglia,0
EM-00637,35,Female,15,63.18,8,0.34,6,9,74,1,0,North West,0
EM-00638,24,Female,33,116.29,2,0.411,7,7,-2,0,1,Scotland,0
EM-00639,25,Female,1,93.94,12,0.225,10,3,19,0,0,Midlands,1
EM-00640,29,Male,1,134.42,8,0.128,1,4,-54,1,0,North East,0
EM-00641,18,Male,15,57.31,6,0.168,5,7,-84,1,0,London,0
EM-00642,26,Female,30,130.72,4,0.239,6,9,-72,0,2,North East,0
EM-00643,23,Female,7,60.54,6,0.334,7,8,-53,1,2,North West,0
EM-00644,27,Female,7,139.18,3,0.16,9,8,29,0,1,South East,0
EM-00645,21,Male,16,65.96,4,0.836,3,1,-68,0,0,South West,0
EM-00646,57,Male,5,94.98,5,0.58,8,6,27,1,0,South East,0
EM-00647,38,Female,1,139.43,6,0.257,10,6,90,1,1,Midlands,0
EM-00648,43,Female,23,60.54,8,0.126,3,5,-33,1,1,London,0
EM-00649,49,Female,17,74.38,4,0.108,9,1,-62,0,0,Scotland,0
EM-00650,34,Male,15,127.03,5,0.578,8,3,32,0,1,Midlands,0
EM-00651,20,Female,24,62.4,5,0.371,9,4,18,0,2,London,0
EM-00652,35,Male,20,34.45,7,0.07,5,10,-33,0,0,Midlands,0
EM-00653,38,Female,4,194.71,5,0.409,9,7,-49,1,0,East Anglia,0
EM-00654,47,Male,7,52.73,7,0.106,3,5,79,1,1,London,0
EM-00655,31,Male,2,72.2,4,0.151,7,2,56,1,2,London,1
EM-00656,21,Female,2,118.87,12,0.394,3,3,64,1,1,South West,0
EM-00657,25,Female,20,49.19,3,0.222,6,1,35,1,1,North East,0
EM-00658,28,Male,35,40.29,0,0.549,8,6,47,0,2,North West,0
EM-00659,41,Female,59,75.71,10,0.435,2,8,68,0,1,South West,0
EM-00660,37,Male,17,27.21,14,0.301,8,4,-31,1,1,East Anglia,0
EM-00661,28,Male,3,57.75,6,0.067,1,2,-65,1,0,London,1
EM-00662,64,Male,2,75.38,5,0.22,4,4,-69,1,2,Scotland,1
EM-00663,39,Male,30,58.27,3,0.138,7,10,-96,1,1,London,0
EM-00664,24,Male,15,30.82,3,0.215,1,4,3,0,0,London,1
EM-00665,20,Male,17,147.98,7,0.414,6,5,47,0,1,South East,1
EM-00666,22,Male,27,70.23,6,0.283,10,3,-33,1,4,Scotland,1
EM-00667,24,Female,21,136.4,5,0.183,6,9,49,1,1,South West,0
EM-00668,22,Male,32,58.56,4,0.185,7,7,58,1,1,South West,0
EM-00669,23,Female,1,42.95,6,0.117,9,9,68,1,0,Midlands,0
EM-00670,25,Male,24,76.29,10,0.15,7,7,-96,0,1,North West,0
EM-00671,22,Female,34,59.87,3,0.31,3,10,-91,0,1,South West,0
EM-00672,57,Male,6,37.01,2,0.396,4,4,13,1,1,East Anglia,0
EM-00673,20,Male,18,139.06,5,0.173,1,5,64,1,0,London,0
EM-00674,35,Male,6,48.86,7,0.393,5,7,-45,0,0,Midlands,0
EM-00675,30,Male,57,26.57,7,0.247,7,6,-15,0,0,South West,0
EM-00676,64,Male,1,129.55,10,0.506,3,9,51,0,1,North West,0
EM-00677,21,Female,15,51.82,7,0.354,6,3,-1,1,2,East Anglia,0
EM-00678,30,Female,3,49.21,8,0.305,3,8,43,1,2,South East,0
EM-00679,63,Female,22,27.59,8,0.338,4,10,-99,1,2,East Anglia,0
EM-00680,55,Female,3,159.25,7,0.406,5,4,42,0,1,Scotland,0
EM-00681,51,Male,4,35.0,3,0.191,6,9,68,1,1,Scotland,0
EM-00682,24,Male,12,68.66,7,0.588,6,1,-38,0,0,London,0
EM-00683,22,Male,44,105.25,6,0.131,1,5,76,0,1,East Anglia,0
EM-00684,42,Male,4,82.34,5,0.342,8,4,53,1,2,Scotland,0
EM-00685,60,Male,2,64.73,9,0.353,3,5,-7,0,2,North West,0
EM-00686,36,Female,25,28.48,4,0.416,4,6,-35,0,1,London,0
EM-00687,37,Male,12,44.48,9,0.092,8,1,17,1,3,South West,0
EM-00688,25,Male,43,73.25,5,0.673,5,8,-72,0,2,Scotland,0
EM-00689,48,Female,2,44.99,5,0.15,6,3,97,1,2,South West,0
EM-00690,23,Female,18,73.82,9,0.383,1,7,87,0,1,South West,1
EM-00691,27,Male,4,93.77,7,0.334,8,7,92,1,2,South East,0
EM-00692,31,Female,3,107.91,4,0.406,5,9,-61,1,0,London,0
EM-00693,34,Female,20,36.12,9,0.251,1,7,-90,0,0,Midlands,0
EM-00694,24,Male,16,200.0,6,0.085,7,8,79,1,1,North East,0
EM-00695,21,Male,25,97.88,4,0.408,2,4,25,0,1,London,0
EM-00696,39,Male,6,66.63,5,0.268,6,10,-14,1,0,Wales,0
EM-00697,25,Female,10,114.98,4,0.296,3,4,-11,1,1,Midlands,0
EM-00698,38,Female,9,217.61,10,0.046,6,10,-22,1,0,Scotland,0
EM-00699,22,Male,74,32.48,5,0.653,9,8,100,0,1,North West,0
EM-00700,33,Male,6,59.58,7,0.12,6,4,91,0,1,London,0
EM-00701,35,Female,6,20.3,6,0.153,1,4,2,0,1,Wales,1
EM-00702,19,Male,7,73.43,3,0.304,6,10,-20,1,1,North East,1
EM-00703,27,Male,14,80.05,6,0.35,3,3,-2,1,2,London,1
EM-00704,21,Female,5,65.39,8,0.442,4,3,-1,0,1,Midlands,1
EM-00705,19,Female,44,48.07,9,0.114,4,4,30,0,0,Midlands,0
EM-00706,65,Female,5,23.93,13,0.668,9,2,-90,0,0,Scotland,0
EM-00707,26,Female,40,80.38,5,0.21,8,3,-73,0,1,London,0
EM-00708,50,Female,1,138.06,7,0.383,7,2,89,1,1,North West,0
EM-00709,24,Male,19,49.62,6,0.187,5,6,-53,0,1,South East,1
EM-00710,43,Female,42,83.1,7,0.537,10,3,-73,1,0,South East,0
